,l_measure,l_precision,l_recall,track_id
0,0.39549080288999267,0.3735003088291484,0.42023275257866205,SALAMI_1006
1,0.30643043378220425,0.6637480964258153,0.1991963938691293,SALAMI_1007
2,0.32606204673446487,0.3586021430472715,0.2989361336087211,SALAMI_1008
3,0.21220310636753062,0.3647916517547161,0.14961902698812038,SALAMI_1019
4,0.27581162663034986,0.3527914848055078,0.22640875171130456,SALAMI_1022
5,0.2004956060645112,0.33547150917811863,0.14297148159959402,SALAMI_1023
6,0.1870971539825161,0.25231836036328226,0.1486682356015082,SALAMI_1026
7,0.5921729126881273,0.5330080808437372,0.6661125770728868,SALAMI_1032
8,0.05507732759146426,0.05397738543474702,0.0562230311418163,SALAMI_1035
9,0.6519269230171477,0.6134126627715724,0.6956015672044641,SALAMI_1036
10,0.45074067352214897,0.47103560775595754,0.43212234727565,SALAMI_1038
11,0.08783636390814732,0.3228988247706861,0.050831947320293065,SALAMI_1043
12,0.48770099565120706,0.5817138115626038,0.41984789935491534,SALAMI_1054
13,0.3984396578593033,0.42681477053716566,0.37360217661469936,SALAMI_1059
14,0.13776850460426174,0.38211831012075187,0.08403279728561172,SALAMI_1063
15,0.4598346943500811,0.45847983924727825,0.46119758065841104,SALAMI_1064
16,0.3401512792256244,0.42404881257388055,0.28396846873512743,SALAMI_1066
17,0.34699645150839853,0.296330480544925,0.41856117270685805,SALAMI_107
18,0.6112940534274598,0.5794723596964845,0.6468137986895978,SALAMI_1071
19,0.14664920506407855,0.230321252796693,0.1075705391645612,SALAMI_1078
20,0.1169596402630463,0.6742557487349933,0.06403360878053925,SALAMI_1082
21,0.4761207603031475,0.4930122927289143,0.4603483560486753,SALAMI_1086
22,0.6237916951744674,0.6467302451271808,0.6024245998805315,SALAMI_1090
23,0.024282994718591897,0.30576034633669297,0.012643563076940454,SALAMI_1091
24,0.3051435015806187,0.3680220572227748,0.2606158725401058,SALAMI_1092
25,0.1053914454510617,0.38542626271901226,0.06104133233990659,SALAMI_1094
26,0.12310660744206767,0.1846404023772884,0.0923348335510191,SALAMI_1099
27,0.4216700843351899,0.4114197044550548,0.43244428436432764,SALAMI_11
28,0.19458036817570612,0.17309045747038732,0.22216281973232194,SALAMI_110
29,0.34886934330757996,0.3505160083038057,0.34723807747665697,SALAMI_1100
30,0.2987696803808156,0.3593842838073163,0.2556509811589682,SALAMI_111
31,0.32174354719653603,0.5904996440074268,0.22110931711704787,SALAMI_1114
32,0.19953466374708995,0.363257440666761,0.13754302127134876,SALAMI_1118
33,0.063167586875002,0.19002630547046,0.03787967952958231,SALAMI_1119
34,0.14582036088054204,0.3659940733643158,0.09104797149660362,SALAMI_1120
35,0.31882872083206104,0.5848133115599001,0.2191534317948347,SALAMI_1127
36,0.24179082016412412,0.26888903215512455,0.2196543969503906,SALAMI_1128
37,0.09101620907060455,0.201288946851191,0.05880234243778131,SALAMI_1134
38,0.33400687759046244,0.4116227046860676,0.2810179603737515,SALAMI_1139
39,0.2742190078377849,0.45804203217986966,0.19568572916707838,SALAMI_114
40,0.32732662929464923,0.3449127444453207,0.31144684473181655,SALAMI_1142
41,0.10861573261763763,0.3339164605082664,0.06485598394254484,SALAMI_1143
42,0.1510933705388737,0.46314687588266107,0.09027139850079466,SALAMI_1146
43,0.0,0.0,0.0,SALAMI_1147
44,0.19337780885108347,0.19648445457061792,0.19036787333167993,SALAMI_1155
45,0.6205283299522328,0.5591827064478149,0.6969924958556858,SALAMI_1156
46,0.2529506809288019,0.14490309243670993,0.9945145765916851,SALAMI_1162
47,0.2691368940446719,0.3400556450378178,0.2226939706991875,SALAMI_1166
48,0.06405648545031342,0.31276650313268584,0.035682209699848574,SALAMI_1174
49,0.11442105153043511,0.2939021847536225,0.0710388299493247,SALAMI_1176
50,0.4951902964392797,0.5844945268235449,0.4295585512865842,SALAMI_118
51,0.5385633395016138,0.7154628470139222,0.4317999949490517,SALAMI_1183
52,0.3553012406545016,0.4975843143781219,0.27629525666755084,SALAMI_1184
53,0.07995948085601202,0.17266669180654112,0.05202598633300695,SALAMI_12
54,0.24989669327828865,0.24950930535408009,0.250285285989337,SALAMI_120
55,0.3928846699910716,0.38517803527524774,0.40090598930845794,SALAMI_1202
56,0.3937010903768302,0.4523354428556151,0.3485234522557165,SALAMI_1203
57,0.2691404650105155,0.34206616835152287,0.22184494177925668,SALAMI_1204
58,0.032168714458100094,0.04327691144878036,0.02559823170296698,SALAMI_1211
59,0.0586716993379003,0.15045929117752688,0.03644093242651285,SALAMI_1212
60,0.4703039768653917,0.6595336620659521,0.3654508705461517,SALAMI_1218
61,0.16894345516575326,0.2878227460888972,0.11956116462262502,SALAMI_1222
62,0.08479846000296132,0.21665277034472308,0.052715776231631165,SALAMI_1230
63,0.2404975957143826,0.32254408323276934,0.19172734645141032,SALAMI_1231
64,0.09229858386181222,0.1974416388999155,0.06022638960565004,SALAMI_1232
65,0.06400874875942687,0.27725703925971745,0.036180801901665186,SALAMI_1239
66,0.2949758077981766,0.5254756374602578,0.20503654864373713,SALAMI_1240
67,0.2668389021453357,0.34316203979194787,0.21828895722888567,SALAMI_1246
68,0.37459409917091824,0.4892389699368439,0.30347894556927413,SALAMI_1259
69,0.3403390850248652,0.3485813738723513,0.33247757431819835,SALAMI_1260
70,0.5445085563253115,0.5297853084751012,0.5600735436233689,SALAMI_1268
71,0.259416864243971,0.3058991673874326,0.22519743350560775,SALAMI_1274
72,0.5764406786693446,0.5556904753794292,0.5988006726556716,SALAMI_1279
73,0.21462703491553214,0.17958400793765708,0.2666619728603567,SALAMI_1283
74,0.051322039107671975,0.17607935525793944,0.030038730033479257,SALAMI_1286
75,0.1262811117969931,0.21878035585984584,0.08875566077630549,SALAMI_1287
76,0.010429538351867478,0.20740840008483127,0.0053492631134332905,SALAMI_1288
77,0.010176052145276568,0.017521907940101885,0.007170079737921167,SALAMI_1290
78,0.02493354948066035,0.012624911569048389,0.9952895218885021,SALAMI_1295
79,0.10977117093356448,0.36552504656040957,0.06458308970988774,SALAMI_1296
80,0.7810740304370127,0.7481389256946984,0.8170424554514216,SALAMI_131
81,0.08178751661510618,0.22340298940775286,0.05005657959848525,SALAMI_1310
82,0.17374167291106082,0.22925306401657689,0.139872832250602,SALAMI_1311
83,0.42306605032305117,0.5195218854394464,0.3568182172740222,SALAMI_1314
84,0.128590874336612,0.315284061141663,0.08076591768340062,SALAMI_1315
85,0.42445647237934037,0.37235854141213187,0.493504314278732,SALAMI_1316
86,0.3651939874705405,0.634242173987915,0.2564196837117412,SALAMI_1318
87,0.5778868718148046,0.48659988813856975,0.7113344492618866,SALAMI_1323
88,0.47568841522632493,0.49720561479570696,0.4559563304214644,SALAMI_1330
89,0.217793958845544,0.2892795815584626,0.17463808741767262,SALAMI_1339
90,0.2576256106218259,0.3513548481247377,0.2033728237338066,SALAMI_1342
91,0.2873956811846658,0.3084691846767372,0.2690173826865093,SALAMI_1343
92,0.07365535699221448,0.19056838400682372,0.04564953149142929,SALAMI_1346
93,0.31262921050918013,0.4461500284416429,0.24061850278104607,SALAMI_135
94,0.1797572310450047,0.30994854167599895,0.1265858824782215,SALAMI_1350
95,0.05868100765031929,0.2612158373706885,0.033053124531946365,SALAMI_1358
96,0.10900178380398648,0.22358622823294638,0.07206804043519809,SALAMI_1363
97,0.3691867566203047,0.4008758993185637,0.3421406232612589,SALAMI_1370
98,0.3651889271302048,0.40057879347513087,0.335544623507281,SALAMI_1371
99,0.4447156659766542,0.405147503571295,0.492849079750669,SALAMI_1372
100,0.2913895189160679,0.30728388937954565,0.2770585643367712,SALAMI_1374
101,0.5767602124719129,0.5859140548053267,0.5678879945711659,SALAMI_1379
102,0.2697668843853815,0.3038370071210703,0.24256713022532433,SALAMI_1380
103,0.17189541806962588,0.1143413378239194,0.34611201361172483,SALAMI_1390
104,0.30850815330184833,0.3539296949504888,0.27341895199254757,SALAMI_1394
105,0.3368669020035357,0.3224391177613455,0.3526463310424343,SALAMI_1399
106,0.6543832698298957,0.6447995386447692,0.6642561874689806,SALAMI_14
107,0.5781364701695824,0.6738439433538909,0.5062348668114401,SALAMI_140
108,0.36672627357623333,0.41803112126484954,0.32663807055357524,SALAMI_1400
109,0.2670173137271501,0.32008409305658186,0.22904407042721717,SALAMI_1408
110,0.12174121611640344,0.14489938000727623,0.10496539653875646,SALAMI_1414
111,0.3874631869697715,0.3723670414390355,0.40383507934972,SALAMI_1415
112,0.3528018713359848,0.475105380391714,0.2805751140379335,SALAMI_1422
113,0.19263772657305853,0.3444842852839942,0.13370248970046167,SALAMI_1427
114,0.4134185893412145,0.39158231220215933,0.43783405843407797,SALAMI_1428
115,0.19376363495479504,0.32647060446070597,0.13776398198139028,SALAMI_1435
116,0.20468770453096244,0.2773528263614405,0.16219372082591002,SALAMI_1436
117,0.037687551542625264,0.15815820452118715,0.021392599238528903,SALAMI_1438
118,0.8214650329580032,0.8075644332049674,0.8358525559280227,SALAMI_1442
119,0.20771749360642636,0.260323841944211,0.1727983353920522,SALAMI_1446
120,0.7112335084172716,0.671778690169571,0.755612014515718,SALAMI_1454
121,0.17531755964522686,0.24729138349751106,0.13579469631520233,SALAMI_1455
122,0.14248564681774153,0.2935056523111949,0.09407858012236986,SALAMI_1456
123,0.6697418201048125,0.6505870592726655,0.6900587161759802,SALAMI_1458
124,0.0,0.0,0.0,SALAMI_146
125,0.5867633147657886,0.502809906037093,0.7043710890466933,SALAMI_1460
126,0.2202783428734163,0.34466208740992993,0.16186391242598394,SALAMI_1464
127,0.16703864794768317,0.3064362464306821,0.11481114964669084,SALAMI_1475
128,0.2033973119001049,0.5942380778663041,0.12269721192717326,SALAMI_1482
129,0.2742188525920093,0.3135930638958206,0.24362918662555452,SALAMI_1483
130,0.33674514782294146,0.43660569226659995,0.27406169917466944,SALAMI_1484
131,0.2964484569491256,0.34903400116598404,0.2576333553931054,SALAMI_1491
132,0.12706763555672151,0.21700830387034878,0.08983490601966337,SALAMI_1496
133,0.1142553875062395,0.2493090588754499,0.07410943072575941,SALAMI_152
134,0.303789877175027,0.27874026301223237,0.33378632853935575,SALAMI_154
135,0.4621165104633388,0.5404738508469784,0.40360261972802,SALAMI_155
136,0.11354704668715015,0.2527673098744169,0.07321911077721677,SALAMI_158
137,0.2675188353823388,0.2923756795496807,0.24655732133260275,SALAMI_159
138,0.04672153195625938,0.3896319753842639,0.02485071488230311,SALAMI_16
139,0.22460612867524496,0.29413391294169816,0.18166411256702333,SALAMI_162
140,0.11755237636874075,0.24419917269506522,0.07740732124805624,SALAMI_170
141,0.38308362242606564,0.33830518057030723,0.44152425304057624,SALAMI_183
142,0.27335916419883904,0.24330308855776522,0.3118877400694459,SALAMI_198
143,0.3809315698141023,0.3170603271210182,0.477028021997369,SALAMI_2
144,0.3212184249108996,0.304122594091746,0.3403507726601455,SALAMI_216
145,0.2916482575118749,0.3230110262701931,0.26583682058444785,SALAMI_218
146,0.2725566954559156,0.30383385795545315,0.2471179616221633,SALAMI_22
147,0.366968757040976,0.41403859913597024,0.3295086719434164,SALAMI_227
148,0.3281437825920554,0.8967673194111082,0.20081237646966713,SALAMI_23
149,0.23228616000168256,0.27316231638016275,0.20205112122640836,SALAMI_236
150,0.36203501178757264,0.3638106587281477,0.36027661342556133,SALAMI_24
151,0.40113448842816585,0.4045338489771492,0.3977917825073036,SALAMI_250
152,0.2958057307221632,0.3888946078882043,0.2386746791694168,SALAMI_254
153,0.33229895260138353,0.33517208236861384,0.3294746617134687,SALAMI_26
154,0.10473392298241471,0.6543919839287258,0.056922085536912956,SALAMI_266
155,0.34055537629066873,0.35958575931600917,0.32343804153554534,SALAMI_27
156,0.18793635104111886,0.31158210975522543,0.13454470404901633,SALAMI_274
157,0.3947088767921651,0.43129511403378434,0.36384440106914995,SALAMI_275
158,0.3023567686446577,0.3833026850924727,0.24963814838185044,SALAMI_28
159,0.11950450760913782,0.27426681448594226,0.07639602765089895,SALAMI_280
160,0.10074417014375642,0.23565740142175756,0.06406635402137874,SALAMI_282
161,0.30773348919919435,0.30533449587385153,0.3101704785265021,SALAMI_283
162,0.27932838767341867,0.24400452174159598,0.32661096151256963,SALAMI_284
163,0.2972566118101576,0.34631480212856625,0.2603727787862219,SALAMI_291
164,0.32657358362997174,0.4071788244926371,0.27260801927988676,SALAMI_294
165,0.2151670390344859,0.37028323313374323,0.15164224159340592,SALAMI_298
166,0.3526994129476908,0.3488600326349396,0.3566242422971112,SALAMI_3
167,0.0,0.0,0.0,SALAMI_302
168,0.16246024244002755,0.2660402102985512,0.1169334349639625,SALAMI_303
169,0.6630438725415919,0.713324126029628,0.6193851208642659,SALAMI_307
170,0.29489321245889594,0.3116498497669621,0.2798465589966113,SALAMI_308
171,0.19927310840239956,0.2412668031774458,0.16973064077414388,SALAMI_31
172,0.2488604056460522,0.28800280599952693,0.21908465640455174,SALAMI_310
173,0.48134278952914544,0.501283217299282,0.46292808171978717,SALAMI_311
174,0.08449759548869998,0.3018494588516585,0.04912459267965319,SALAMI_312
175,0.49297975614460654,0.5495590768046541,0.4469631041415596,SALAMI_315
176,0.2199985771526011,0.3797205647395289,0.1548598337265086,SALAMI_318
177,0.19682341539980752,0.3401133971387696,0.13848120094546468,SALAMI_32
178,0.4717606912748534,0.41290174988987466,0.5501900060595362,SALAMI_320
179,0.10934118374714358,0.3018014788266118,0.06676488592421631,SALAMI_322
180,0.32647873109413283,0.2906317061235071,0.37241277694395825,SALAMI_323
181,0.12928459907580067,0.42924693881734455,0.07610300639507503,SALAMI_326
182,0.8953302082470653,0.8933865561309349,0.8972823360233452,SALAMI_327
183,0.16170999853406848,0.26554056036073265,0.11625316936629476,SALAMI_330
184,0.4157192827542946,0.4432118293375486,0.391438264069645,SALAMI_331
185,0.0862395765125613,0.27322551110644916,0.0512000572571397,SALAMI_332
186,0.31474696165416216,0.40401645550303567,0.25778750032295505,SALAMI_334
187,0.3124103335377045,0.2857188955164764,0.3446026004712815,SALAMI_335
188,0.4524605990670542,0.4389593301101757,0.4668187527798678,SALAMI_336
189,0.11724758589935755,0.19705469196864722,0.08345025239018193,SALAMI_338
190,0.09275974607572955,0.20547615810114045,0.05990056977916785,SALAMI_340
191,0.14780145889748375,0.25784779681474185,0.10359034555003989,SALAMI_343
192,0.4381326138829359,0.6073120258227136,0.34267371457820833,SALAMI_344
193,0.4095061061578308,0.6913773509403331,0.2909053741392919,SALAMI_350
194,0.4721181414068727,0.43384435168820956,0.5177983618373401,SALAMI_352
195,0.4680260674120997,0.4965501954244615,0.44260102782417304,SALAMI_355
196,0.3207065416362486,0.4237489176881748,0.25797512511838394,SALAMI_358
197,0.4997090429334348,0.5337728857513253,0.46973209808864885,SALAMI_36
198,0.4738123251985817,0.4684341877193232,0.47931539080578844,SALAMI_360
199,0.4484385711823006,0.6604871216595427,0.33945649510921455,SALAMI_362
200,0.545782929121036,0.5687963479313629,0.5245593335785993,SALAMI_364
201,0.09865008617952119,0.05290178054015819,0.7295426742542422,SALAMI_366
202,0.4037100235587706,0.47116280399431415,0.3531519551219593,SALAMI_367
203,0.4575300103641016,0.4245043205068356,0.4961278878462122,SALAMI_370
204,0.11203593836807539,0.3224663400516688,0.06779515836813944,SALAMI_371
205,0.13774385889654917,0.4602987649060636,0.08099001190008347,SALAMI_374
206,0.4010096641437629,0.4991809451124128,0.3351061139585176,SALAMI_378
207,0.19664452231894552,0.3056071965347713,0.14495983770119567,SALAMI_379
208,0.45608727001764365,0.47645162038354194,0.437392377922982,SALAMI_383
209,0.4274892609586026,0.36086582372102066,0.5242829428193185,SALAMI_384
210,0.08650791691640805,0.14864658421632984,0.06100572153314374,SALAMI_386
211,0.07399545195347124,0.38538494230593645,0.04092677866090807,SALAMI_388
212,0.009766819512253487,0.004907399037920668,0.9989811510346605,SALAMI_39
213,0.42864206760219925,0.41470156158258026,0.443552416900677,SALAMI_392
214,0.22035133389546097,0.23017980739150445,0.21132782338573786,SALAMI_394
215,0.7855075968000838,0.7480075447462483,0.8269660980427139,SALAMI_395
216,0.34873804439200545,0.4560515555134948,0.2823081107277019,SALAMI_396
217,0.29485230159001363,0.33334202023147286,0.26433101751839067,SALAMI_398
218,0.6420381497981922,0.6058258752569387,0.6828546993279765,SALAMI_4
219,0.39611939919794503,0.4625941113221347,0.34634908225323136,SALAMI_40
220,0.47677329489358483,0.48059542985974973,0.4730114744856042,SALAMI_402
221,0.19436954874467602,0.4649207983205152,0.12286863386588945,SALAMI_407
222,0.45249261097204807,0.3909342578858562,0.537060727550133,SALAMI_408
223,0.1466949718988417,0.42901243535887706,0.08847367059042403,SALAMI_410
224,0.40641402235859114,0.43122700332792135,0.384301173157457,SALAMI_411
225,0.16030436639256845,0.3762367585667569,0.1018499445980468,SALAMI_414
226,0.4313234798033493,0.3915265678222139,0.4801261391073652,SALAMI_416
227,0.3346058548636222,0.31182420650748327,0.36097869411664635,SALAMI_420
228,0.306636792386286,0.3000200790833325,0.3135519405406396,SALAMI_422
229,0.4006179139240233,0.4461190567543198,0.3635393460839829,SALAMI_424
230,0.05534811549558837,0.1607677858417976,0.03342829938784599,SALAMI_426
231,0.10348438307576349,0.08225149379887225,0.13949426014438032,SALAMI_427
232,0.1768672609742836,0.2931071762428156,0.1266432924747831,SALAMI_428
233,0.32621618935989666,0.3429568325534555,0.3110337952697101,SALAMI_43
234,0.4226659273929492,0.5546201346120126,0.34143284894888315,SALAMI_431
235,0.27579058435890713,0.30911152305185613,0.24895434019358553,SALAMI_434
236,0.4676576200901544,0.5303080979152576,0.4182461189231185,SALAMI_436
237,0.32137390246350206,0.3260267751351889,0.31685196753922434,SALAMI_438
238,0.3253245157244577,0.44148118238785583,0.257559009142131,SALAMI_439
239,0.4449389830245965,0.4897835223779797,0.40761755311408293,SALAMI_443
240,0.0643050041431762,0.34210859656330966,0.0354877595736505,SALAMI_444
241,0.31746451606491294,0.37272281795118767,0.27647544142172004,SALAMI_446
242,0.32206193844146913,0.5231188123931921,0.23264611327244633,SALAMI_447
243,0.21246546603840094,0.3823600446891881,0.1471029877450945,SALAMI_448
244,0.23454702254803747,0.21968832088708173,0.25156147703305676,SALAMI_450
